"","labID","genos","missing"
"1","z0005757",185,183
"2","z0005758",235,133
"3","z0012701",303,65
"4","z0012702",221,147
"5","z0016577",262,106
"6","z0016579",327,41
"7","z0025405",1,367
"8","z0029828",171,197
"9","z0029860",114,254
"10","z0029861",20,348
"11","z0029865",306,62
"12","z0029866",3,365
"13","z0037607",326,42
"14","z0037609",284,84
"15","z0037610",19,349
"16","z0040275",226,142
"17","z0040287",325,43
"18","z0040308",1,367
"19","z0040333",329,39
"20","z0040357",323,45
"21","z0040364",334,34
"22","z0040403",11,357
"23","z0040439",337,31
"24","z0040465",229,139
"25","z0040513",262,106
"26","z0040513b",2,366
"27","z0040960",25,343
"28","z0040961",316,52
"29","z0040985",4,364
"30","z0041026",336,32
"31","z0041051",243,125
"32","z0041115",320,48
"33","z0041145",1,367
"34","z0041233",325,43
"35","z0041243",193,175
"36","z0041248",175,193
"37","z0041250",178,190
"38","z0041274",47,321
"39","z0041465",254,114
"40","z0041472",323,45
"41","z0041472b",326,42
"42","z0041480",315,53
"43","z0041483",336,32
"44","z0041494",146,222
"45","z0041498",331,37
"46","z0041501",329,39
"47","z0041507",322,46
"48","z0041512",337,31
"49","z0041522",313,55
"50","z0041526b",1,367
"51","z0041527",285,83
"52","z0043243",157,211
"53","z0043278",252,116
"54","z0043475",281,87
"55","z0043475b",216,152
"56","z0043477",337,31
"57","z0043478",326,42
"58","z0043481",334,34
"59","z0043487",33,335
"60","z0043488",76,292
"61","z0043489",244,124
"62","z0043491",84,284
"63","z0043493",329,39
"64","z0043494",241,127
"65","z0043496",104,264
"66","z0043498",64,304
"67","z0043504",1,367
"68","z0043513",71,297
"69","z0043526",319,49
"70","z0043572",336,32
"71","z0043599",127,241
"72","z0043627",101,267
"73","z0043631",1,367
"74","z0043642",331,37
"75","z0043649",327,41
"76","z0043650",254,114
"77","z0043652",329,39
"78","z0043668",6,362
"79","z0043674",238,130
"80","z0043747",1,367
"81","z0043789",4,364
"82","z0043807",331,37
"83","z0043819",1,367
"84","z0043839",116,252
"85","z0043876",140,228
"86","z0043877",288,80
"87","z0043891",196,172
"88","z0043898",6,362
"89","z0043904",4,364
"90","z0043915",297,71
"91","z0043940",258,110
"92","z0043954",335,33
"93","z0043966",313,55
"94","z0043980",336,32
"95","z0043994",160,208
"96","z0043994b",236,132
"97","z0044017",305,63
"98","z0044019",309,59
"99","z0044023",1,367
"100","z0044033",230,138
"101","z0044042",321,47
"102","z0044044",3,365
"103","z0044047",283,85
"104","z0044059",33,335
"105","z0044064",266,102
"106","z0044432",261,107
"107","z0045326",333,35
"108","z0045344",2,366
"109","z0045347",3,365
"110","z0045352",326,42
"111","z0045371",323,45
"112","z0045398",259,109
"113","z0045399",324,44
"114","z0045404",329,39
"115","z0045407",107,261
"116","z0045719",332,36
"117","z0045720",325,43
"118","z0045728",330,38
"119","z0045731",327,41
"120","z0045733",328,40
"121","z0045736",329,39
"122","z0045739",325,43
"123","z0045740",327,41
"124","z0045741",329,39
"125","z0045742",329,39
"126","z0045776",331,37
"127","z0045776b",327,41
"128","z0045779",325,43
"129","z0045781",331,37
"130","z0045793",330,38
"131","z0047562",293,75
"132","z0047587",1,367
"133","z0047601",1,367
"134","z0047603",1,367
"135","z0047854",289,79
"136","z0049019",322,46
"137","z0049020",328,40
"138","z0051327",324,44
"139","z0051399",2,366
"140","z0051400",329,39
"141","z0051400b",331,37
"142","z0051431",28,340
"143","z0051447",1,367
"144","z0051875",220,148
"145","z0051885",318,50
"146","z0051888",1,367
"147","z0051888b",329,39
"148","z0051895",257,111
"149","z0051906",9,359
"150","z0051918",256,112
"151","z0051932",1,367
"152","z0051959",65,303
"153","z0051966",7,361
"154","z0052846",327,41
"155","z0052882",327,41
"156","z0053020",275,93
"157","z0053024",302,66
"158","z0053025",1,367
"159","z0053031",329,39
"160","z0053032",321,47
"161","z0053040",313,55
"162","z0053051",328,40
"163","z0053054",320,48
"164","z0053071",323,45
"165","z0053073",322,46
"166","z0053078",325,43
"167","z0053078b",308,60
"168","z0053082",8,360
"169","z0053082b",1,367
"170","z0053083",283,85
"171","z0053090",291,77
"172","z0053090b",191,177
"173","z0053096",254,114
"174","z0053100",281,87
"175","z0053101",199,169
"176","z0053102",308,60
"177","z0053103",327,41
"178","z0053111",321,47
"179","z0053111b",286,82
"180","z0053131",329,39
"181","z0053132",330,38
"182","z0053133",181,187
"183","z0053138",171,197
"184","z0053142",322,46
"185","z0053149",95,273
"186","z0055903",327,41
"187","z0055912",310,58
"188","z0055916",294,74
